cds,schoolname,districtname,countyname,charter_flag,math_status,english_status,combined_status,status_level,ReportingYear
19642121931880,Whitney (Gretchen) High,ABC Unified,Los Angeles,,155.3,164.2,319.5,5,2018
01611760135244,Mission San Jose High,Fremont Unified,Alameda,,155.9,153.4,309.3,5,2018
43694684334421,Lynbrook High,Fremont Union High,Santa Clara,,141.8,142.8,284.6,5,2018
30664313030616,Oxford Academy,Anaheim Union High,Orange,,142.4,141.0,283.4,5,2018
19647251995539,California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,,128.4,145.5,273.9,5,2018
19647330133736,"Millikan Science, Technology, Engineering and Math (STEM) Magnet",Los Angeles Unified,Los Angeles,,150.0,123.7,273.7,5,2018
29663570112367,William & Marian Ghidotti High,Nevada Joint Union High,Nevada,,102.5,162.8,265.3,5,2018
10621660114553,University High,Fresno Unified,Fresno,Y,97.4,166.2,263.6,5,2018
43695344337762,Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,,125.1,131.9,257.0,5,2018
07618040113118,Dougherty Valley High,San Ramon Valley Unified,Contra Costa,,116.9,137.7,254.6,5,2018
37683386039846,La Jolla Elementary,San Diego Unified,San Diego,,118.1,135.1,253.2,5,2018
19651361996321,Academy of the Canyons,William S. Hart Union High,Los Angeles,,87.3,161.2,248.5,5,2018
43694684334462,Monta Vista High,Fremont Union High,Santa Clara,,126.6,121.0,247.6,5,2018
43694840114496,Dr. TJ Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,,99.5,142.5,242.0,5,2018
01611766056923,William Hopkins Junior High,Fremont Unified,Alameda,,133.4,108.5,241.9,5,2018
43694196046882,Joaquin Miller Middle,Cupertino Union,Santa Clara,,136.9,103.1,240.0,5,2018
43696414332904,Henry M. Gunn High,Palo Alto Unified,Santa Clara,,114.6,119.0,233.6,5,2018
37683460106328,Canyon Crest Academy,San Dieguito Union High,San Diego,,108.0,125.3,233.3,5,2018
19649641937754,San Marino High,San Marino Unified,Los Angeles,,118.1,109.6,227.7,5,2018
19649646022529,Valentine Elementary,San Marino Unified,Los Angeles,,103.3,122.8,226.1,5,2018
38684783833407,Lowell High,San Francisco Unified,San Francisco,,101.6,123.7,225.3,5,2018
41690056115026,North Star Academy,Redwood City Elementary,San Mateo,,116.6,108.1,224.7,5,2018
39685853930443,Middle College High,Lodi Unified,San Joaquin,,73.9,149.5,223.4,5,2018
43694196047112,William Faria Elementary,Cupertino Union,Santa Clara,,110.8,110.4,221.2,5,2018
43696826049092,Redwood Middle,Saratoga Union Elementary,Santa Clara,,123.1,97.7,220.8,5,2018
43104390106534,Bullis Charter,Santa Clara County Office of Education,Santa Clara,Y,113.7,105.8,219.5,5,2018
43694190108126,Sam H. Lawson Middle,Cupertino Union,Santa Clara,,126.1,90.9,217.0,5,2018
01611766090534,Mission San Jose Elementary,Fremont Unified,Alameda,,105.2,109.9,215.1,5,2018
43695186047401,Covington Elementary,Los Altos Elementary,Santa Clara,,104.0,109.7,213.7,5,2018
43696826049068,Argonaut Elementary,Saratoga Union Elementary,Santa Clara,,111.8,101.8,213.6,5,2018
39685856042063,Elkhorn,Lodi Unified,San Joaquin,,102.1,108.2,210.3,5,2018
43694196047054,William Regnart Elementary,Cupertino Union,Santa Clara,,100.8,109.2,210.0,5,2018
19647250132324,Eunice Sato Academy of Math & Science,Long Beach Unified,Los Angeles,,94.0,115.3,209.3,5,2018
19647336020010,Wonderland Avenue Elementary,Los Angeles Unified,Los Angeles,,90.9,118.2,209.1,5,2018
30739246029052,Jack L. Weaver Elementary,Los Alamitos Unified,Orange,,99.4,109.0,208.4,5,2018
19647336016323,Canyon Charter Elementary,Los Angeles Unified,Los Angeles,Y,95.6,112.6,208.2,5,2018
43694196046890,John F. Kennedy Middle,Cupertino Union,Santa Clara,,116.3,91.8,208.1,5,2018
07618040108324,Windemere Ranch Middle,San Ramon Valley Unified,Contra Costa,,109.9,97.9,207.8,5,2018
37680560114686,Ocean Air,Del Mar Union Elementary,San Diego,,99.4,108.1,207.5,5,2018
37735516116578,Pacific Rim Elementary,Carlsbad Unified,San Diego,,93.0,114.2,207.2,5,2018
01750930131615,J. M. Amador Elementary,Dublin Unified,Alameda,,94.9,109.0,203.9,5,2018
19648326113047,Stevenson Ranch Elementary,Newhall,Los Angeles,,95.0,108.6,203.6,5,2018
01611766066468,John Gomes Elementary,Fremont Unified,Alameda,,100.4,102.9,203.3,5,2018
43696416048201,Herbert Hoover Elementary,Palo Alto Unified,Santa Clara,,105.4,96.7,202.1,5,2018
19647336018964,Roscomare Road Elementary,Los Angeles Unified,Los Angeles,,92.4,109.2,201.6,5,2018
43694196047005,Nelson S. Dilworth Elementary,Cupertino Union,Santa Clara,,104.0,96.8,200.8,5,2018
30665143037496,Troy High,Fullerton Joint Union High,Orange,,85.7,114.9,200.6,5,2018
43694196047039,Murdock-Portal Elementary,Cupertino Union,Santa Clara,,103.5,97.1,200.6,5,2018
07616300731125,Campolindo High,Acalanes Union High,Contra Costa,,75.8,124.4,200.2,5,2018
01611766000848,Warm Springs Elementary,Fremont Unified,Alameda,,101.1,98.5,199.6,5,2018
49402460131961,Petaluma Accelerated Charter,Petaluma City Schools,Sonoma,Y,107.9,91.5,199.4,5,2018
43695186047435,Georgina P. Blach Junior High,Los Altos Elementary,Santa Clara,,100.4,97.9,198.3,5,2018
30665226028369,Ethan B. Allen Elementary,Garden Grove Unified,Orange,,86.6,111.2,197.8,5,2018
30666476030035,Golden Elementary,Placentia-Yorba Linda Unified,Orange,,93.1,104.5,197.6,5,2018
43696416060081,Jane Lathrop Stanford Middle,Palo Alto Unified,Santa Clara,,105.0,92.2,197.2,5,2018
33672150131359,Riverside STEM Academy,Riverside Unified,Riverside,,95.9,101.0,196.9,5,2018
43694196067185,Blue Hills Elementary,Cupertino Union,Santa Clara,,96.2,99.8,196.0,5,2018
01611760130062,American High,Fremont Unified,Alameda,,77.2,118.2,195.4,5,2018
43696666048755,Williams Elementary,San Jose Unified,Santa Clara,,83.0,111.8,194.8,5,2018
43695186047385,Ardis G. Egan Junior High,Los Altos Elementary,Santa Clara,,107.0,87.2,194.2,5,2018
09619116005581,Latrobe Elementary,Latrobe,El Dorado,,81.8,111.4,193.2,5,2018
40688096043301,Teach Elementary,San Luis Coastal Unified,San Luis Obispo,,85.7,107.5,193.2,5,2018
19647330102921,Harbor Teacher Preparation Academy,Los Angeles Unified,Los Angeles,,65.8,127.1,192.9,5,2018
43694684331799,Cupertino High,Fremont Union High,Santa Clara,,91.1,101.5,192.6,5,2018
01100170124172,Yu Ming Charter,Alameda County Office of Education,Alameda,Y,96.2,96.2,192.4,5,2018
43696746048920,Millikin Elementary,Santa Clara Unified,Santa Clara,,91.1,100.9,192.0,5,2018
30736506068647,Turtle Rock Elementary,Irvine Unified,Orange,,96.2,95.4,191.6,5,2018
01611766090526,Joshua Chadbourne Elementary,Fremont Unified,Alameda,,99.2,92.2,191.4,5,2018
19646596014658,Palm Crest Elementary,La Canada Unified,Los Angeles,,89.1,102.0,191.1,5,2018
37683466117352,Carmel Valley Middle,San Dieguito Union High,San Diego,,100.5,90.4,190.9,5,2018
01611190106401,Alameda Science and Technology Institute,Alameda Unified,Alameda,,87.0,103.5,190.5,5,2018
19646591934611,La Canada High,La Canada Unified,Los Angeles,,92.2,97.2,189.4,5,2018
56738745630132,Oak Park High,Oak Park Unified,Ventura,,68.1,119.6,187.7,5,2018
19649646022495,Carver Elementary,San Marino Unified,Los Angeles,,80.1,106.2,186.3,5,2018
01611766111330,Forest Park Elementary,Fremont Unified,Alameda,,91.3,94.4,185.7,5,2018
43695916047971,Frank L. Huff Elementary,Mountain View Whisman,Santa Clara,,84.9,100.1,185.0,5,2018
01612756002281,Beach Elementary,Piedmont City Unified,Alameda,,87.1,97.6,184.7,5,2018
37680566038111,Del Mar Heights Elementary,Del Mar Union Elementary,San Diego,,83.5,101.2,184.7,5,2018
30736506071179,Rancho San Joaquin Middle,Irvine Unified,Orange,,102.8,81.7,184.5,5,2018
41690396044952,College Park Elementary,San Mateo-Foster City,San Mateo,,92.4,92.1,184.5,5,2018
07618040132902,Bella Vista Elementary,San Ramon Valley Unified,Contra Costa,,90.8,93.5,184.3,5,2018
43695186047468,Oak Avenue Elementary,Los Altos Elementary,Santa Clara,,87.8,96.5,184.3,5,2018
43696416048326,Juana Briones Elementary,Palo Alto Unified,Santa Clara,,96.4,87.7,184.1,5,2018
19648656021349,Silver Spur Elementary,Palos Verdes Peninsula Unified,Los Angeles,,82.9,101.0,183.9,5,2018
01611760134270,Irvington High,Fremont Unified,Alameda,,78.8,104.9,183.7,5,2018
37683386040232,Torrey Pines Elementary,San Diego Unified,San Diego,,87.9,95.7,183.6,5,2018
37683460131649,Pacific Trails Middle,San Dieguito Union High,San Diego,,94.1,89.4,183.5,5,2018
01612750136515,Piedmont High,Piedmont City Unified,Alameda,,72.1,110.8,182.9,5,2018
07617706004444,Del Rey Elementary,Orinda Union Elementary,Contra Costa,,87.1,95.7,182.8,5,2018
30665060102582,Robert C. Fisler Elementary,Fullerton Elementary,Orange,,83.3,98.6,181.9,5,2018
43694196046759,L. P. Collins Elementary,Cupertino Union,Santa Clara,,89.9,91.9,181.8,5,2018
43694196046718,C. B. Eaton Elementary,Cupertino Union,Santa Clara,,97.9,83.7,181.6,5,2018
19646596014633,La Canada Elementary,La Canada Unified,Los Angeles,,89.8,91.7,181.5,5,2018
01611766000749,Mission Valley Elementary,Fremont Unified,Alameda,,91.6,89.3,180.9,5,2018
19753336020408,Opal Robinson Elementary,Manhattan Beach Unified,Los Angeles,,74.8,105.5,180.3,5,2018
01611766106983,Fred E. Weibel Elementary,Fremont Unified,Alameda,,90.1,90.0,180.1,5,2018
30664726066823,Los Coyotes Elementary,Centralia Elementary,Orange,,79.9,100.1,180.0,5,2018
19642126085609,Leal (Frank C.) Elementary,ABC Unified,Los Angeles,,77.7,101.6,179.3,5,2018
43693936046577,Forest Hill Elementary,Campbell Union,Santa Clara,Y,85.0,94.0,179.0,5,2018
37682966109300,Deer Canyon Elementary,Poway Unified,San Diego,,82.6,95.7,178.3,5,2018
19645681996131,Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,,66.5,111.5,178.0,5,2018
01611766000673,James Leitch Elementary,Fremont Unified,Alameda,,91.2,85.3,176.5,5,2018
37683870129049,Solana Ranch Elementary,Solana Beach Elementary,San Diego,,81.4,95.1,176.5,5,2018
43695916049464,Stevenson Elementary,Mountain View Whisman,Santa Clara,,85.4,91.0,176.4,5,2018
42691616045348,Cold Spring Elementary,Cold Spring Elementary,Santa Barbara,,89.1,87.2,176.3,5,2018
43694196046908,John Muir Elementary,Cupertino Union,Santa Clara,,95.4,80.9,176.3,5,2018
43694356115851,Tom Matsumoto Elementary,Evergreen Elementary,Santa Clara,,82.4,93.6,176.0,5,2018
37683386099071,Jerabek Elementary,San Diego Unified,San Diego,,85.9,89.6,175.5,5,2018
43696666093082,Graystone Elementary,San Jose Unified,Santa Clara,,82.0,93.0,175.0,5,2018
19649806022552,Franklin Elementary,Santa Monica-Malibu Unified,Los Angeles,,77.3,97.5,174.8,5,2018
35674700121400,Accelerated Achievement Academy,Hollister,San Benito,,80.0,94.4,174.4,5,2018
30736506098529,Santiago Hills Elementary,Irvine Unified,Orange,,82.1,92.0,174.1,5,2018
43694196047047,R. I. Meyerholz Elementary,Cupertino Union,Santa Clara,,91.1,82.5,173.6,5,2018
43696416068241,Lucille M. Nixon Elementary,Palo Alto Unified,Santa Clara,,80.6,92.8,173.4,5,2018
01612756066492,Piedmont Middle,Piedmont City Unified,Alameda,,85.6,86.4,172.0,5,2018
43696416048292,Duveneck Elementary,Palo Alto Unified,Santa Clara,,90.5,81.4,171.9,5,2018
43694196046841,Garden Gate Elementary,Cupertino Union,Santa Clara,,91.6,80.1,171.7,5,2018
01611766104723,Ardenwood Elementary,Fremont Unified,Alameda,,85.3,86.3,171.6,5,2018
41690886045165,Woodside Elementary,Woodside Elementary,San Mateo,,80.5,90.7,171.2,5,2018
43695186047500,Springer Elementary,Los Altos Elementary,Santa Clara,,87.4,83.7,171.1,5,2018
41689086043673,North Hillsborough,Hillsborough City Elementary,San Mateo,,81.8,89.2,171.0,5,2018
01611506113005,Jensen Ranch Elementary,Castro Valley Unified,Alameda,,80.7,90.0,170.7,5,2018
37680566110696,Carmel Del Mar Elementary,Del Mar Union Elementary,San Diego,,80.0,90.5,170.5,5,2018
01611766056907,John M. Horner Junior High,Fremont Unified,Alameda,,93.0,77.4,170.4,5,2018
37683870105825,Solana Pacific Elementary,Solana Beach Elementary,San Diego,,79.0,91.0,170.0,5,2018
41689086043681,South Hillsborough,Hillsborough City Elementary,San Mateo,,81.0,88.4,169.4,5,2018
30736500127472,Jeffrey Trail Middle,Irvine Unified,Orange,,87.2,82.1,169.3,5,2018
43696826049084,Foothill Elementary,Saratoga Union Elementary,Santa Clara,,89.8,79.0,168.8,5,2018
41689816044275,Corte Madera,Portola Valley Elementary,San Mateo,,78.5,90.2,168.7,5,2018
37683386112726,Dingeman Elementary,San Diego Unified,San Diego,,87.5,80.8,168.3,5,2018
43696416118707,Ellen Fletcher Middle,Palo Alto Unified,Santa Clara,,88.1,80.1,168.2,5,2018
43696414335782,Palo Alto High,Palo Alto Unified,Santa Clara,,96.0,72.0,168.0,5,2018
43694196046767,Cupertino Middle,Cupertino Union,Santa Clara,,91.3,76.6,167.9,5,2018
34674393430865,West Campus,Sacramento City Unified,Sacramento,,46.1,121.6,167.7,5,2018
37680566117923,Sage Canyon,Del Mar Union Elementary,San Diego,,80.2,87.5,167.7,5,2018
37735516109201,Aviara Oaks Elementary,Carlsbad Unified,San Diego,,72.0,95.6,167.6,5,2018
41689816044283,Ormondale Elementary,Portola Valley Elementary,San Mateo,,85.8,81.8,167.6,5,2018
07618046117451,Diablo Vista Middle,San Ramon Valley Unified,Contra Costa,,76.9,90.6,167.5,5,2018
01751010130096,Foothill High,Pleasanton Unified,Alameda,,61.6,105.3,166.9,5,2018
07617706066583,Wagner Ranch Elementary,Orinda Union Elementary,Contra Costa,,70.3,96.6,166.9,5,2018
19647336100069,Balboa Gifted/High Ability Magnet Elementary,Los Angeles Unified,Los Angeles,,68.3,98.2,166.5,5,2018
37683876112353,Carmel Creek Elementary,Solana Beach Elementary,San Diego,,83.2,83.2,166.4,5,2018
30736436030696,Tustin Memorial Elementary,Tustin Unified,Orange,,74.8,91.3,166.1,5,2018
41689576044127,Las Lomitas Elementary,Las Lomitas Elementary,San Mateo,,86.6,79.5,166.1,5,2018
07617136003743,Happy Valley Elementary,Lafayette Elementary,Contra Costa,,79.7,86.0,165.7,5,2018
37683386119135,Scripps Elementary,San Diego Unified,San Diego,,79.8,85.9,165.7,5,2018
01750930125930,Eleanor Murray Fallon,Dublin Unified,Alameda,,84.9,80.7,165.6,5,2018
49738824930384,Technology High,Cotati-Rohnert Park Unified,Sonoma,,59.5,105.8,165.3,5,2018
10621666103832,Manchester Gate,Fresno Unified,Fresno,,77.5,87.7,165.2,5,2018
19649646022503,Huntington Middle,San Marino Unified,Los Angeles,,82.6,82.2,164.8,5,2018
30664986027999,Newland (William T.) Elementary,Fountain Valley Elementary,Orange,,77.6,87.1,164.7,5,2018
30739246029078,Richard Henry Lee Elementary,Los Alamitos Unified,Orange,,71.7,92.9,164.6,5,2018
19650296058556,South Pasadena Middle,South Pasadena Unified,Los Angeles,,81.0,83.3,164.3,5,2018
30664806027858,Margaret Landell Elementary,Cypress Elementary,Orange,,72.7,91.6,164.3,5,2018
37681146096911,Fallbrook Homeschool Academy,Fallbrook Union Elementary,San Diego,,68.1,96.0,164.1,5,2018
41690216044788,White Oaks Elementary,San Carlos Elementary,San Mateo,Y,85.5,78.5,164.0,5,2018
42692526045728,Montecito Union,Montecito Union Elementary,Santa Barbara,,70.1,93.8,163.9,5,2018
07617706004451,Glorietta Elementary,Orinda Union Elementary,Contra Costa,,71.8,91.8,163.6,5,2018
01612756002307,Wildwood Elementary,Piedmont City Unified,Alameda,,84.6,78.6,163.2,5,2018
43694926047351,Lakeside Elementary,Lakeside Joint,Santa Clara,,74.2,89.0,163.2,5,2018
43694196046940,Abraham Lincoln Elementary,Cupertino Union,Santa Clara,,83.2,79.6,162.8,5,2018
10621170106419,James S. Fugman Elementary,Clovis Unified,Fresno,,73.4,89.3,162.7,5,2018
19642126085617,Gonsalves (Joe A.) Elementary,ABC Unified,Los Angeles,,71.4,91.0,162.4,5,2018
43694356110159,Chaboya Middle,Evergreen Elementary,Santa Clara,,87.1,75.3,162.4,5,2018
21653916024442,Old Mill Elementary,Mill Valley Elementary,Marin,,79.4,82.7,162.1,5,2018
30739246029045,Francis Hopkinson Elementary,Los Alamitos Unified,Orange,,79.3,82.6,161.9,5,2018
31669283130184,Granite Bay High,Roseville Joint Union High,Placer,,61.7,100.1,161.8,5,2018
41689656044150,Hillview Middle,Menlo Park City Elementary,San Mateo,,79.5,82.1,161.6,5,2018
19642616011134,Baldwin Stocker Elementary,Arcadia Unified,Los Angeles,,79.3,82.2,161.5,5,2018
43694356111942,Silver Oak Elementary,Evergreen Elementary,Santa Clara,,74.9,86.4,161.3,5,2018
07617706004477,Orinda Intermediate,Orinda Union Elementary,Contra Costa,,77.7,83.5,161.2,5,2018
30736506096192,Stonegate Elementary,Irvine Unified,Orange,,71.9,89.3,161.2,5,2018
41689086043699,West Hillsborough,Hillsborough City Elementary,San Mateo,,82.9,78.3,161.2,5,2018
30665556028922,Top of the World Elementary,Laguna Beach Unified,Orange,,74.0,87.1,161.1,5,2018
43694196046981,Montclaire Elementary,Cupertino Union,Santa Clara,,78.9,82.1,161.0,5,2018
19650296022776,Marengo Elementary,South Pasadena Unified,Los Angeles,,75.5,84.7,160.2,5,2018
19647336019855,Welby Way Charter Elementary School And Gifted-High Ability Magnet,Los Angeles Unified,Los Angeles,Y,74.7,85.1,159.8,5,2018
37683383730884,Scripps Ranch High,San Diego Unified,San Diego,,63.8,95.9,159.7,5,2018
01612756002299,Havens Elementary,Piedmont City Unified,Alameda,,81.2,78.3,159.5,5,2018
43694196047088,Stevens Creek Elementary,Cupertino Union,Santa Clara,,82.5,76.9,159.4,5,2018
30736506094718,Vista Verde,Irvine Unified,Orange,,73.9,85.4,159.3,5,2018
43696906049175,Cumberland Elementary,Sunnyvale,Santa Clara,,81.1,78.0,159.1,5,2018
37683126039051,R. Roger Rowe Elementary,Rancho Santa Fe Elementary,San Diego,,74.0,85.0,159.0,5,2018
41688820133157,Hoover Elementary,Burlingame Elementary,San Mateo,,77.2,81.8,159.0,5,2018
07618040734368,Monte Vista High,San Ramon Valley Unified,Contra Costa,,50.2,108.5,158.7,5,2018
34673300113621,Russell Ranch Elementary,Folsom-Cordova Unified,Sacramento,,72.3,86.2,158.5,5,2018
43697086049357,Guadalupe Elementary,Union Elementary,Santa Clara,,79.7,78.6,158.3,5,2018
10621170113555,Clovis North High,Clovis Unified,Fresno,,29.7,128.4,158.1,5,2018
30736430121152,Orchard Hills,Tustin Unified,Orange,,73.9,84.2,158.1,5,2018
40688096043194,Bellevue-Santa Fe Charter,San Luis Coastal Unified,San Luis Obispo,Y,68.7,89.4,158.1,5,2018
10621176109920,Liberty Elementary,Clovis Unified,Fresno,,66.7,91.3,158.0,5,2018
19647336019830,Warner Avenue Elementary,Los Angeles Unified,Los Angeles,,64.8,93.1,157.9,5,2018
07617476003925,Joaquin Moraga Intermediate,Moraga Elementary,Contra Costa,,71.5,86.2,157.7,5,2018
43694274330692,Evergreen Valley High,East Side Union High,Santa Clara,,63.0,94.0,157.0,5,2018
30666476071146,Fairmont Elementary,Placentia-Yorba Linda Unified,Orange,,67.0,89.9,156.9,5,2018
19642616061246,Foothills Middle,Arcadia Unified,Los Angeles,,85.7,71.1,156.8,5,2018
07618046117485,Coyote Creek Elementary,San Ramon Valley Unified,Contra Costa,,77.7,78.9,156.6,5,2018
01751016066500,Harvest Park Middle,Pleasanton Unified,Alameda,,83.3,73.0,156.3,5,2018
01751016114318,Henry P. Mohr Elementary,Pleasanton Unified,Alameda,,81.2,75.1,156.3,5,2018
38684780120386,Chinese Immersion School at DeAvila,San Francisco Unified,San Francisco,,75.3,80.7,156.0,5,2018
37682960116475,Del Sur Elementary,Poway Unified,San Diego,,73.4,82.4,155.8,5,2018
41690624130993,Carlmont High,Sequoia Union High,San Mateo,,57.6,98.1,155.7,5,2018
43696094334116,Los Altos High,Mountain View-Los Altos Union High,Santa Clara,,60.9,94.8,155.7,5,2018
01611766056915,Thornton Junior High,Fremont Unified,Alameda,,85.0,70.3,155.3,5,2018
41689576044093,La Entrada Middle,Las Lomitas Elementary,San Mateo,,70.9,84.3,155.2,5,2018
37680566088983,Del Mar Hills Elementary,Del Mar Union Elementary,San Diego,,67.4,87.3,154.7,5,2018
43696666060099,Bret Harte Middle,San Jose Unified,Santa Clara,,85.6,68.9,154.5,5,2018
37683386040208,Sunset View Elementary,San Diego Unified,San Diego,,76.2,77.8,154.0,5,2018
07618040113589,Live Oak Elementary,San Ramon Valley Unified,Contra Costa,,72.0,81.9,153.9,5,2018
19753336020416,Pacific Elementary,Manhattan Beach Unified,Los Angeles,,74.3,79.1,153.4,5,2018
19753416022008,Alta Vista Elementary,Redondo Beach Unified,Los Angeles,,72.2,81.1,153.3,5,2018
23656152330413,Redwood Academy of Ukiah,Ukiah Unified,Mendocino,Y,56.5,96.8,153.3,5,2018
30666703030723,OCSA,Santa Ana Unified,Orange,Y,62.6,90.6,153.2,5,2018
19101991995869,International Polytechnic High,Los Angeles County Office of Education,Los Angeles,,28.8,124.3,153.1,5,2018
38684786041065,Peabody (George) Elementary,San Francisco Unified,San Francisco,,69.9,83.1,153.0,5,2018
43695186047377,Almond Elementary,Los Altos Elementary,Santa Clara,,72.0,81.0,153.0,5,2018
43695756047740,Country Lane Elementary,Moreland,Santa Clara,,68.9,84.1,153.0,5,2018
07618040102566,Hidden Hills Elementary,San Ramon Valley Unified,Contra Costa,,77.4,75.4,152.8,5,2018
41689086043707,Crocker Middle,Hillsborough City Elementary,San Mateo,,82.3,70.2,152.5,5,2018
43696826049100,Saratoga Elementary,Saratoga Union Elementary,Santa Clara,,79.6,72.9,152.5,5,2018
01750930114579,John Green Elementary,Dublin Unified,Alameda,,80.1,72.3,152.4,5,2018
37683126070908,R. Roger Rowe Middle,Rancho Santa Fe Elementary,San Diego,,79.8,72.5,152.3,5,2018
19648320100636,Pico Canyon Elementary,Newhall,Los Angeles,,69.2,83.0,152.2,5,2018
19757131934553,Mark Keppel High,Alhambra Unified,Los Angeles,,70.1,82.0,152.1,5,2018
37682960111187,Monterey Ridge Elementary,Poway Unified,San Diego,,79.3,72.5,151.8,5,2018
01751016117600,Phoebe Apperson Hearst Elementary,Pleasanton Unified,Alameda,,78.1,73.5,151.6,5,2018
30665970111666,Early College High,Newport-Mesa Unified,Orange,,54.8,96.8,151.6,5,2018
43697086049415,Oster Elementary,Union Elementary,Santa Clara,,72.1,79.5,151.6,5,2018
19645920100354,Hawthorne Math and Science Academy,Hawthorne,Los Angeles,Y,49.9,101.6,151.5,5,2018
30664640124743,Oxford Preparatory Academy - South Orange County,Capistrano Unified,Orange,Y,71.4,80.1,151.5,5,2018
01611766000798,Parkmont Elementary,Fremont Unified,Alameda,,69.3,81.6,150.9,5,2018
43695186047427,Gardner Bullis Elementary,Los Altos Elementary,Santa Clara,,82.7,68.2,150.9,5,2018
